"Research that uses data from D-PLACE should cite both the original source(s) of  the data and the paper by Kirby et al. in which D-PLACE was first presented  (e.g., research using cultural data from the Binford Hunter-Gatherer dataset: ""Binford (2001);  Binford and Johnson (2006); Kirby et al. Submitted)."" The reference list should include the date data were  accessed and URL for D-PLACE (https://d-place.org), in addition to the full references for Binford (2001),  Binford and Johnson (2006), and Kirby et al. Submitted."
Source,Preferred society name,Society id,Cross-dataset id,Original society name,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family,Focal Year: EA028 Agriculture: intensity,Code: EA028 Agriculture: intensity,Description: EA028 Agriculture: intensity,Comment: EA028 Agriculture: intensity,Subcase: EA028 Agriculture: intensity,References: EA028 Agriculture: intensity,Focal Year: EA112 Trance states,Code: EA112 Trance states,Description: EA112 Trance states,Comment: EA112 Trance states,Subcase: EA112 Trance states,References: EA112 Trance states,Focal Year: EA034 Religion: high gods,Code: EA034 Religion: high gods,Description: EA034 Religion: high gods,Comment: EA034 Religion: high gods,Subcase: EA034 Religion: high gods,References: EA034 Religion: high gods,Focal Year: EA035 Games,Code: EA035 Games,Description: EA035 Games,Comment: EA035 Games,Subcase: EA035 Games,References: EA035 Games
Ethnographic Atlas,Luo,Aj6,xd411,Luo (Aj6),-1.0,34.0,-1.0,34.0,luok1236,Luo (Kenya and Tanzania),luo,Nilotic,1940,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,,Southall(1952); Hobley(1902); Shaw(1932); Butt(1952a); Hartmann(1928); Evans-Pritchard(1950a); Evans-Pritchard(1949a); Owen(1933); ,1940,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,,,1940,2,A high god present but otiose or not concerned with human affairs,,,Southall(1952); Hobley(1902); Shaw(1932); Butt(1952a); Hartmann(1928); Evans-Pritchard(1950a); Evans-Pritchard(1949a); Owen(1933); ,1940,6,"Games of physical skill and of strategy present, but not games of chance",,,Southall(1952); Hobley(1902); Shaw(1932); Butt(1952a); Hartmann(1928); Evans-Pritchard(1950a); Evans-Pritchard(1949a); Owen(1933); 
Ethnographic Atlas,Iban,Ib1,xd750,Iban (Ib1),2.0,112.0,2.0,112.0,iban1264,Iban,iba,Austronesian,1950,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,"Ulu Ai Group, Baleh",Roth(1892); Gomes(1911); Howell(1908-10); Sandin(1968); Roberts and Kaplan(1956); Freeman(1958b); Freeman(1958a); Freeman(1957); Freeman(1955b); Freeman(1955a); ,1950,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,"Ulu Ai Group, Baleh",,1950,1,A high god absent or not reported in substantial descriptions of religious beliefs,,"Ulu Ai Group, Baleh",Roth(1892); Gomes(1911); Howell(1908-10); Sandin(1968); Roberts and Kaplan(1956); Freeman(1958b); Freeman(1958a); Freeman(1957); Freeman(1955b); Freeman(1955a); ,1950,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,"Ulu Ai Group, Baleh",Roth(1892); Gomes(1911); Howell(1908-10); Sandin(1968); Roberts and Kaplan(1956); Freeman(1958b); Freeman(1958a); Freeman(1957); Freeman(1955b); Freeman(1955a); 
Ethnographic Atlas,Warao,Sc1,xd1335,Warrau (Sc1),9.0,-62.0,9.0,-62.0,wara1303,Warao,wba,Warao,1950,2,"Casual agriculture, i.e., the slight or sporadic cultivation of food or other plants incidental to a primary dependence upon other subsistence practices","Agriculture is absent in some groups, recent and of varying importance in others",,Moreno(1945); Wilbert(1964); Wilbert(1958b); Hill(1956); Suarez(1968); Kirchhoff(1948b); ,1950,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1950,4,"A high god present, active, and specifically supportive of human morality",,,Moreno(1945); Wilbert(1964); Wilbert(1958b); Hill(1956); Suarez(1968); Kirchhoff(1948b); ,1950,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Moreno(1945); Wilbert(1964); Wilbert(1958b); Hill(1956); Suarez(1968); Kirchhoff(1948b); 
Ethnographic Atlas,Washo,Nd6,xd1196,Washo (Nd6),39.0,-120.0,39.0,-120.0,wash1253,Washo,was,Washo,1850,1,Complete absence of agriculture,,,Lowie(1939); Downs(1966); Barrett(1917b); Stewart(1941); Freed(1960); ,1850,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,,,1850,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Lowie(1939); Downs(1966); Barrett(1917b); Stewart(1941); Freed(1960); ,1850,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Lowie(1939); Downs(1966); Barrett(1917b); Stewart(1941); Freed(1960); 
Ethnographic Atlas,Kodavas,Eg5,xd681,Coorg (Eg5),12.0,76.0,12.0,76.0,koda1255,Kodava,kfa,Dravidian,1930,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,,Srinivas(1952); Emeneau(1939); ,1930,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,,,1930,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Srinivas(1952); Emeneau(1939); ,1930,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Srinivas(1952); Emeneau(1939); 
Ethnographic Atlas,Vedda,Eh4,xd690,Vedda (Eh4),8.0,81.0,8.0,81.0,vedd1240,Veddah,ved,Indo-European,1900,1,Complete absence of agriculture,,with special reference to the Rock Vedda,Ryan et al.(1949-50); Bailey(1863); Seligman and Seligman(1911); Spittel(1945); ,1900,3,Trance behavior is known to occur and is explained as due to possession. There is no possession belief referring to other experiences and there are no trance states with other explanations.,,with special reference to the Rock Vedda,,1900,1,A high god absent or not reported in substantial descriptions of religious beliefs,,with special reference to the Rock Vedda,Ryan et al.(1949-50); Bailey(1863); Seligman and Seligman(1911); Spittel(1945); ,1900,1,No games of any of the three types,,with special reference to the Rock Vedda,Ryan et al.(1949-50); Bailey(1863); Seligman and Seligman(1911); Spittel(1945); 
Ethnographic Atlas,Yuki,Nc7,xd1138,Yuki (Nc7),40.0,-123.0,40.0,-123.0,yuki1243,Yuki,yuk,Yuki-Wappo,1850,1,Complete absence of agriculture,,,Essene(1942); Foster(1944); Gifford(1922e); ,1850,1,"Trance behavior is known to occur, but there is no belief in possession.",,,,1850,2,A high god present but otiose or not concerned with human affairs,,,Essene(1942); Foster(1944); Gifford(1922e); ,1850,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Essene(1942); Foster(1944); Gifford(1922e); 
Ethnographic Atlas,Niueans,Ii9,xd888,Niueans (Ii9),-19.05,-169.86,-19.0,-169.0,niue1239,Niuean,niu,Austronesian,1840,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,,Loeb(1926a); ,1840,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,1840,1,A high god absent or not reported in substantial descriptions of religious beliefs,"But 'active, supporting morality' (code ""4"") today",,Loeb(1926a); ,1840,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Loeb(1926a); 
Ethnographic Atlas,Manus,Ig9,xd861,Manus (Ig9),-2.0,147.0,-2.0,147.0,tita1241,Titan,ttv,Austronesian,1920,2,"Casual agriculture, i.e., the slight or sporadic cultivation of food or other plants incidental to a primary dependence upon other subsistence practices",,Peri Village,Mead(1937b); Mead(1934); Mead(1932a); Mead(1930b); Mead(1930a); Fortune(1935); Mead(1969); ,1920,7,"Trance states of two kinds are known to occur, some of which are explained by possession. No other phenomena are explained by possession.",,Peri Village,,1920,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Peri Village,Mead(1937b); Mead(1934); Mead(1932a); Mead(1930b); Mead(1930a); Fortune(1935); Mead(1969); ,1920,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Peri Village,Mead(1937b); Mead(1934); Mead(1932a); Mead(1930b); Mead(1930a); Fortune(1935); Mead(1969); 
Ethnographic Atlas,Marquesans,Ij3,xd892,Marquesans (Ij3),-8.9,-140.08,-9.0,-140.0,nort2845,North Marquesan,mrq,Austronesian,1900,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,,Tautain(1897); Lisiansky(1814); Tautain(1896); La Barre(1934); Sheahan(1952); Linton(1939a); Linton(1923); Porter(1823); Miranda(1964); Suggs(1966); Suggs(1971); Handy(1923); Handy(1922); Sullivan(1923); Forster(1777); ,1900,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,1900,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Tautain(1897); Lisiansky(1814); Tautain(1896); La Barre(1934); Sheahan(1952); Linton(1939a); Linton(1923); Porter(1823); Miranda(1964); Suggs(1966); Suggs(1971); Handy(1923); Handy(1922); Sullivan(1923); Forster(1777); ,1900,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Tautain(1897); Lisiansky(1814); Tautain(1896); La Barre(1934); Sheahan(1952); Linton(1939a); Linton(1923); Porter(1823); Miranda(1964); Suggs(1966); Suggs(1971); Handy(1923); Handy(1922); Sullivan(1923); Forster(1777); 
Ethnographic Atlas,Caribou Inuit,Na21,xd1038,Caribou Eskimo (Na21),63.0,-96.0,63.0,-96.0,cari1277,Caribou Eskimo,,Eskimo-Aleut,1900,1,Complete absence of agriculture,,,Rasmusen(1930); Birket-Smith(1929); ,1900,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,1900,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Rasmusen(1930); Birket-Smith(1929); ,1900,5,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",,,Rasmusen(1930); Birket-Smith(1929); 
Ethnographic Atlas,Manihikians,Ij4,xd893,Manihikians (Ij4),-10.41,-160.98,-10.0,-160.0,raka1237,Rakahanga-Manihiki,rkh,Austronesian,1850,4,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",,,Buck(1932a); ,1850,8,"No trance states of any kind are known to occur, and there is no belief in possession.",,,,1850,1,A high god absent or not reported in substantial descriptions of religious beliefs,,,Buck(1932a); ,1850,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,,Buck(1932a); 
Ethnographic Atlas,Annamese,Ej4,xd726,Annamese (Ej4),17.0,107.0,17.0,107.0,viet1252,Vietnamese,vie,Austroasiatic,1950,6,Intensive cultivation where it is largely dependent upon irrigation,,Red River Delta in Tonkin,Cadire(1953); Coughlin(1950); Coughlin(1965); Linton(nd); Donoghue(1964); Gourou(1955); Gourou(1954); Gourou(1936); Van Khoan(1930); Langrand(1945); Hickey(1964); ,1950,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,Red River Delta in Tonkin,,1950,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Red River Delta in Tonkin,Cadire(1953); Coughlin(1950); Coughlin(1965); Linton(nd); Donoghue(1964); Gourou(1955); Gourou(1954); Gourou(1936); Van Khoan(1930); Langrand(1945); Hickey(1964); ,1950,8,Games of all three types present,,Red River Delta in Tonkin,Cadire(1953); Coughlin(1950); Coughlin(1965); Linton(nd); Donoghue(1964); Gourou(1955); Gourou(1954); Gourou(1936); Van Khoan(1930); Langrand(1945); Hickey(1964); 
Ethnographic Atlas,Northern Aranda,Id1,xd772,Aranda (Id1),-24.0,134.0,-24.0,134.0,east2379,Eastern Arrernte,aer,Pama-Nyungan,1900,1,Complete absence of agriculture,,Alice Springs and environs,Spencer and Gillen(1927); Murdock(1934m); Strehlow(1907-11); ,1900,5,"There is both a trance state and a belief in possession, but this belief refers to phenomena other than trance, which is explained through other categories.",,Alice Springs and environs,,1900,1,A high god absent or not reported in substantial descriptions of religious beliefs,,Alice Springs and environs,Spencer and Gillen(1927); Murdock(1934m); Strehlow(1907-11); ,1900,2,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",,Alice Springs and environs,Spencer and Gillen(1927); Murdock(1934m); Strehlow(1907-11); 
Ethnographic Atlas,Maras,Ei4,xd710,Lakher (Ei4),22.0,93.0,22.0,93.0,mara1382,Mara Chin,mrh,Sino-Tibetan,1930,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Lakher Tribe,Parry(1932); ,1930,6,"Trance explained as due to possession is known to occur, and there are no other trance states, but cases of possession outside of trance are also believed to occur.",,Lakher Tribe,,1930,4,"A high god present, active, and specifically supportive of human morality",,Lakher Tribe,Parry(1932); ,1930,6,"Games of physical skill and of strategy present, but not games of chance",,Lakher Tribe,Parry(1932); 
Ethnographic Atlas,Garo,Ei1,xd696,Garo (Ei1),26.0,91.0,26.0,91.0,garo1247,Garo,grt,Sino-Tibetan,1900,3,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",,Rengsanggr,Playfair(1909); Burling(1963); ,1900,2,A belief in possession exists.,,Rengsanggr,,1900,2,A high god present but otiose or not concerned with human affairs,,Rengsanggr,Playfair(1909); Burling(1963); ,1900,1,No games of any of the three types,,Rengsanggr,Playfair(1909); Burling(1963); 
Ethnographic Atlas,Nyoro,Ad2,xd87,Nyoro (Ad2),2.0,32.0,2.0,32.0,nyor1246,Nyoro,nyo,Atlantic-Congo,1950,5,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",,,Beattie(1965); Roscoe(1923a); Richards(1960b); Taylor(1962); Beattie(1960); ,1950,4,"Two types of trance states are known to occur. One which is explained as due to possession and one which is given another type of explanation. In addition to explaining trance, possession belief also refers to one or more other phenomena.",,,,1950,2,A high god present but otiose or not concerned with human affairs,,,Beattie(1965); Roscoe(1923a); Richards(1960b); Taylor(1962); Beattie(1960); ,1950,6,"Games of physical skill and of strategy present, but not games of chance",,,Beattie(1965); Roscoe(1923a); Richards(1960b); Taylor(1962); Beattie(1960); 
